timestamp,id,hitId,qInd,effortsLeft,effortsRight,selected0,selected1
"2023-11-16 01:00:16",A10MZ295BEPUAG,6,10,"[1,0,-1,-1]","[1,1,-1,0]",0,2
"2023-11-16 01:00:28",A10MZ295BEPUAG,6,11,"[1,-1,0,0]","[1,1,1,0]",0,1
"2023-11-16 01:00:43",A10MZ295BEPUAG,6,12,"[1,0,-1,1]","[1,0,1,0]",0,1
"2023-11-16 01:00:55",A10MZ295BEPUAG,6,13,"[0,1,-1,1]","[1,-1,-1,0]",0,1
"2023-11-16 00:51:36",A10MZ295BEPUAG,9,0,"[1,0,1,0]","[-1,1,-1,0]",1,2
"2023-11-16 00:52:17",A10MZ295BEPUAG,9,1,"[-1,0,0,-1]","[-1,1,1,0]",0,1
"2023-11-16 00:52:57",A10MZ295BEPUAG,9,2,"[-1,0,1,-1]","[0,0,-1,1]",1,2
"2023-11-16 00:53:11",A10MZ295BEPUAG,9,3,"[-1,-1,-1,0]","[0,-1,-1,-1]",0,1
"2023-11-16 00:53:27",A10MZ295BEPUAG,9,4,"[1,0,1,-1]","[-1,0,-1,-1]",0,1
"2023-11-16 00:53:51",A10MZ295BEPUAG,9,5,"[1,-1,0,1]","[0,1,1,1]",0,1
"2023-11-16 00:54:28",A10MZ295BEPUAG,9,6,"[0,1,-1,0]","[1,1,0,-1]",0,2
"2023-11-16 00:55:10",A10MZ295BEPUAG,9,7,"[-1,1,0,1]","[-1,0,-1,0]",0,1
"2023-11-16 00:55:30",A10MZ295BEPUAG,9,8,"[-1,1,0,1]","[-1,-1,0,1]",1,2
"2023-11-16 00:55:50",A10MZ295BEPUAG,9,9,"[1,0,-1,0]","[1,0,-1,-1]",0,2
"2023-11-16 00:56:12",A10MZ295BEPUAG,9,10,"[1,0,-1,-1]","[1,-1,1,0]",1,2
"2023-11-16 00:56:29",A10MZ295BEPUAG,9,11,"[0,0,-1,1]","[0,1,-1,1]",0,2
"2023-11-16 00:56:40",A10MZ295BEPUAG,9,12,"[-1,1,0,1]","[1,0,-1,1]",0,2
"2023-11-16 00:56:56",A10MZ295BEPUAG,9,13,"[0,1,0,1]","[1,0,-1,-1]",0,1
"2023-11-14 21:13:16",A11DV0LQRUCHNI,24,0,"[0,-1,1,1]","[0,-1,-1,0]",1,2
"2023-11-14 21:14:39",A11DV0LQRUCHNI,24,1,"[1,-1,0,1]","[-1,-1,-1,0]",0,1
"2023-11-14 21:14:50",A11DV0LQRUCHNI,24,2,"[0,1,-1,1]","[-1,0,1,1]",0,1
"2023-11-14 21:14:56",A11DV0LQRUCHNI,24,3,"[0,-1,1,0]","[1,1,-1,0]",0,1
"2023-11-14 21:15:00",A11DV0LQRUCHNI,24,4,"[1,-1,0,0]","[0,0,1,1]",0,1
"2023-11-14 21:15:05",A11DV0LQRUCHNI,24,5,"[-1,-1,1,0]","[1,1,1,0]",0,1
"2023-11-14 21:15:09",A11DV0LQRUCHNI,24,6,"[0,-1,0,-1]","[1,0,1,0]",1,2
"2023-11-14 21:15:18",A11DV0LQRUCHNI,24,7,"[-1,0,-1,1]","[-1,-1,0,0]",0,2
"2023-11-14 21:15:23",A11DV0LQRUCHNI,24,8,"[0,-1,0,1]","[-1,0,-1,0]",0,1
"2023-11-14 21:15:30",A11DV0LQRUCHNI,24,9,"[1,-1,0,1]","[-1,0,-1,1]",0,1
"2023-11-14 21:15:46",A11DV0LQRUCHNI,24,10,"[0,1,0,-1]","[0,1,-1,-1]",0,2
"2023-11-14 21:16:09",A11DV0LQRUCHNI,24,11,"[0,1,-1,1]","[-1,-1,0,1]",0,2
"2023-11-14 21:16:13",A11DV0LQRUCHNI,24,12,"[0,0,1,1]","[1,-1,1,0]",0,2
"2023-11-14 21:16:18",A11DV0LQRUCHNI,24,13,"[-1,0,1,-1]","[0,1,1,1]",1,2
"2023-11-14 16:00:06",A11Z5W18QSJ2SD,10,0,"[0,1,-1,-1]","[0,0,-1,-1]",0,2
"2023-11-14 16:00:18",A11Z5W18QSJ2SD,10,1,"[-1,-1,0,0]","[-1,1,0,-1]",0,1
"2023-11-14 16:00:29",A11Z5W18QSJ2SD,10,2,"[0,1,-1,1]","[0,-1,-1,0]",1,2
"2023-11-14 16:00:35",A11Z5W18QSJ2SD,10,3,"[0,1,-1,-1]","[-1,-1,0,-1]",0,2
"2023-11-14 16:00:41",A11Z5W18QSJ2SD,10,4,"[-1,0,0,-1]","[1,0,1,-1]",0,2
"2023-11-14 16:00:47",A11Z5W18QSJ2SD,10,5,"[-1,-1,0,1]","[-1,-1,1,0]",1,2
"2023-11-14 16:00:56",A11Z5W18QSJ2SD,10,6,"[-1,-1,0,0]","[1,1,0,-1]",0,1
"2023-11-14 16:01:01",A11Z5W18QSJ2SD,10,7,"[0,1,0,-1]","[0,1,-1,1]",1,2
"2023-11-14 16:01:08",A11Z5W18QSJ2SD,10,8,"[-1,-1,0,-1]","[1,0,0,-1]",0,2
"2023-11-14 16:01:14",A11Z5W18QSJ2SD,10,9,"[1,-1,-1,0]","[0,-1,-1,1]",1,2
"2023-11-14 16:01:24",A11Z5W18QSJ2SD,10,10,"[1,-1,0,1]","[-1,0,-1,-1]",0,1
"2023-11-14 16:01:29",A11Z5W18QSJ2SD,10,11,"[0,1,-1,0]","[-1,0,1,0]",1,2
"2023-11-14 16:01:34",A11Z5W18QSJ2SD,10,12,"[1,0,1,1]","[-1,1,0,0]",1,2
"2023-11-14 16:01:38",A11Z5W18QSJ2SD,10,13,"[0,1,-1,1]","[-1,-1,-1,0]",0,2
"2023-11-14 16:09:10",A11Z5W18QSJ2SD,11,0,"[1,1,0,1]","[0,1,-1,1]",0,1
"2023-11-14 16:09:14",A11Z5W18QSJ2SD,11,1,"[0,0,1,-1]","[0,1,0,-1]",0,2
"2023-11-14 16:09:19",A11Z5W18QSJ2SD,11,2,"[1,-1,-1,0]","[-1,0,1,0]",1,2
"2023-11-14 16:09:24",A11Z5W18QSJ2SD,11,3,"[-1,-1,0,1]","[1,-1,0,1]",0,1
"2023-11-14 16:09:28",A11Z5W18QSJ2SD,11,4,"[0,1,1,-1]","[-1,0,1,1]",1,2
"2023-11-14 16:09:33",A11Z5W18QSJ2SD,11,5,"[0,-1,0,-1]","[-1,0,1,0]",0,1
"2023-11-14 16:09:38",A11Z5W18QSJ2SD,11,6,"[-1,0,1,1]","[-1,0,0,1]",1,2
"2023-11-14 16:09:43",A11Z5W18QSJ2SD,11,7,"[0,1,1,-1]","[1,-1,0,-1]",1,2
"2023-11-14 16:09:51",A11Z5W18QSJ2SD,11,8,"[1,1,0,-1]","[-1,0,-1,0]",1,2
"2023-11-14 16:09:56",A11Z5W18QSJ2SD,11,9,"[-1,1,0,1]","[-1,1,0,-1]",0,1
"2023-11-14 16:10:03",A11Z5W18QSJ2SD,11,10,"[1,-1,1,0]","[-1,0,1,1]",0,2
"2023-11-14 16:10:09",A11Z5W18QSJ2SD,11,11,"[-1,0,1,1]","[-1,0,1,0]",0,2
"2023-11-14 16:10:15",A11Z5W18QSJ2SD,11,12,"[1,1,-1,0]","[0,1,0,-1]",0,1
"2023-11-14 16:10:23",A11Z5W18QSJ2SD,11,13,"[0,-1,-1,1]","[1,0,0,-1]",1,2
"2023-11-14 16:04:50",A11Z5W18QSJ2SD,15,0,"[0,1,-1,-1]","[0,1,-1,1]",1,2
"2023-11-14 16:04:54",A11Z5W18QSJ2SD,15,1,"[-1,0,1,0]","[-1,0,0,1]",1,2
"2023-11-14 16:04:59",A11Z5W18QSJ2SD,15,2,"[0,-1,1,1]","[1,1,0,-1]",0,2
"2023-11-14 16:05:16",A11Z5W18QSJ2SD,15,3,"[0,1,-1,-1]","[-1,0,0,-1]",0,2
"2023-11-14 16:05:29",A11Z5W18QSJ2SD,15,4,"[-1,1,0,1]","[0,1,-1,1]",0,1
"2023-11-14 16:05:37",A11Z5W18QSJ2SD,15,5,"[-1,0,1,-1]","[0,-1,-1,1]",1,2
"2023-11-14 16:05:42",A11Z5W18QSJ2SD,15,6,"[1,0,-1,0]","[0,1,-1,0]",0,2
"2023-11-14 16:05:51",A11Z5W18QSJ2SD,15,7,"[-1,-1,0,-1]","[-1,0,-1,1]",1,2
"2023-11-14 16:05:57",A11Z5W18QSJ2SD,15,8,"[0,-1,1,0]","[1,0,1,-1]",0,2
"2023-11-14 16:06:02",A11Z5W18QSJ2SD,15,9,"[1,0,1,1]","[0,1,1,1]",0,2
"2023-11-14 16:06:09",A11Z5W18QSJ2SD,15,10,"[0,-1,-1,0]","[1,0,1,1]",0,1
"2023-11-14 16:06:27",A11Z5W18QSJ2SD,15,11,"[-1,1,0,1]","[-1,1,-1,0]",1,2
"2023-11-14 16:06:32",A11Z5W18QSJ2SD,15,12,"[0,0,1,-1]","[0,1,1,-1]",0,2
"2023-11-14 16:06:38",A11Z5W18QSJ2SD,15,13,"[1,1,0,1]","[1,1,1,0]",0,1
"2023-11-14 16:10:47",A11Z5W18QSJ2SD,16,0,"[-1,1,0,-1]","[0,0,-1,1]",1,2
"2023-11-14 16:10:54",A11Z5W18QSJ2SD,16,1,"[0,-1,-1,1]","[0,0,1,1]",0,2
"2023-11-14 16:11:00",A11Z5W18QSJ2SD,16,2,"[-1,0,-1,1]","[1,0,1,-1]",0,1
"2023-11-14 16:11:04",A11Z5W18QSJ2SD,16,3,"[-1,0,0,1]","[1,0,0,-1]",1,2
"2023-11-14 16:11:10",A11Z5W18QSJ2SD,16,4,"[1,1,0,0]","[1,0,-1,-1]",0,1
"2023-11-14 16:11:16",A11Z5W18QSJ2SD,16,5,"[0,1,0,-1]","[0,0,1,1]",1,2
"2023-11-14 16:11:21",A11Z5W18QSJ2SD,16,6,"[-1,1,0,1]","[0,1,1,1]",0,1
"2023-11-14 16:11:43",A11Z5W18QSJ2SD,16,7,"[0,-1,1,-1]","[-1,0,0,1]",1,2
"2023-11-14 16:11:48",A11Z5W18QSJ2SD,16,8,"[-1,0,1,0]","[-1,1,1,0]",0,2
"2023-11-14 16:11:54",A11Z5W18QSJ2SD,16,9,"[-1,-1,0,0]","[1,1,-1,0]",0,2
"2023-11-14 16:11:59",A11Z5W18QSJ2SD,16,10,"[-1,-1,0,1]","[1,0,1,0]",0,2
"2023-11-14 16:12:04",A11Z5W18QSJ2SD,16,11,"[1,0,1,1]","[1,0,1,0]",0,2
"2023-11-14 16:12:10",A11Z5W18QSJ2SD,16,12,"[0,-1,-1,-1]","[-1,0,0,1]",1,2
"2023-11-14 16:12:17",A11Z5W18QSJ2SD,16,13,"[-1,-1,-1,0]","[1,1,0,-1]",0,2
"2023-11-16 01:18:53",A1240WEC026SGA,7,0,"[0,1,-1,1]","[0,0,1,-1]",0,1
"2023-11-16 01:19:01",A1240WEC026SGA,7,1,"[0,1,1,-1]","[1,1,1,0]",0,2
"2023-11-16 01:19:17",A1240WEC026SGA,7,2,"[0,1,-1,1]","[1,1,0,-1]",0,1
"2023-11-16 01:19:27",A1240WEC026SGA,7,3,"[0,1,1,-1]","[-1,-1,-1,0]",1,2
"2023-11-16 01:19:47",A1240WEC026SGA,7,4,"[1,-1,1,0]","[1,-1,0,1]",0,2
"2023-11-16 01:19:54",A1240WEC026SGA,7,5,"[1,-1,1,0]","[1,1,0,-1]",0,1
"2023-11-16 01:20:12",A1240WEC026SGA,7,6,"[0,0,1,1]","[0,-1,1,1]",0,2
"2023-11-16 01:20:22",A1240WEC026SGA,7,7,"[1,1,0,-1]","[1,0,-1,0]",1,2
"2023-11-16 01:20:47",A1240WEC026SGA,7,8,"[0,-1,-1,-1]","[1,1,-1,0]",0,2
"2023-11-16 01:20:54",A1240WEC026SGA,7,9,"[1,0,1,-1]","[0,1,1,-1]",0,2
"2023-11-16 01:21:09",A1240WEC026SGA,7,10,"[1,0,-1,1]","[-1,-1,1,0]",0,2
"2023-11-16 01:21:39",A1240WEC026SGA,7,11,"[1,-1,0,0]","[1,1,-1,0]",0,1
"2023-11-16 01:21:47",A1240WEC026SGA,7,12,"[-1,0,1,-1]","[0,1,-1,1]",1,2
"2023-11-16 01:22:04",A1240WEC026SGA,7,13,"[1,0,-1,1]","[0,1,0,1]",1,2
"2023-11-14 21:09:53",A1240WEC026SGA,22,0,"[-1,-1,0,-1]","[0,0,1,-1]",0,1
"2023-11-14 21:10:04",A1240WEC026SGA,22,1,"[0,0,1,-1]","[0,1,1,0]",0,2
"2023-11-14 21:10:17",A1240WEC026SGA,22,2,"[0,1,1,1]","[-1,0,1,1]",0,2
"2023-11-14 21:10:43",A1240WEC026SGA,22,3,"[0,-1,-1,0]","[1,1,0,0]",1,2
"2023-11-14 21:11:07",A1240WEC026SGA,22,4,"[-1,0,0,1]","[1,0,-1,1]",0,2
"2023-11-14 21:11:22",A1240WEC026SGA,22,5,"[0,0,-1,1]","[-1,0,0,1]",0,2
"2023-11-14 21:11:36",A1240WEC026SGA,22,6,"[1,0,1,0]","[-1,0,1,-1]",0,1
"2023-11-14 21:11:48",A1240WEC026SGA,22,7,"[1,-1,0,1]","[-1,1,0,1]",0,1
"2023-11-14 21:11:56",A1240WEC026SGA,22,8,"[0,1,-1,-1]","[1,0,1,-1]",0,2
"2023-11-14 21:12:03",A1240WEC026SGA,22,9,"[1,1,-1,0]","[-1,0,0,1]",0,1
"2023-11-14 21:12:12",A1240WEC026SGA,22,10,"[-1,1,-1,0]","[-1,0,1,1]",1,2
"2023-11-14 21:12:30",A1240WEC026SGA,22,11,"[-1,0,1,1]","[0,-1,1,1]",0,1
"2023-11-14 21:12:40",A1240WEC026SGA,22,12,"[-1,-1,-1,0]","[-1,0,-1,1]",0,2
"2023-11-14 21:12:48",A1240WEC026SGA,22,13,"[1,0,-1,0]","[-1,-1,0,1]",1,2
"2023-11-14 21:13:58",A1240WEC026SGA,25,0,"[-1,0,0,1]","[-1,0,-1,1]",0,1
"2023-11-14 21:14:07",A1240WEC026SGA,25,1,"[0,-1,0,-1]","[1,-1,-1,0]",1,2
"2023-11-14 21:14:21",A1240WEC026SGA,25,2,"[1,-1,0,0]","[1,0,1,-1]",0,1
"2023-11-14 21:14:47",A1240WEC026SGA,25,3,"[1,0,0,1]","[1,1,0,1]",0,2
"2023-11-14 21:15:10",A1240WEC026SGA,25,4,"[0,0,1,1]","[1,-1,-1,0]",1,2
"2023-11-14 21:15:30",A1240WEC026SGA,25,5,"[-1,0,1,1]","[1,1,0,1]",0,2
"2023-11-14 21:15:37",A1240WEC026SGA,25,6,"[1,0,1,-1]","[-1,0,1,-1]",0,2
"2023-11-14 21:15:51",A1240WEC026SGA,25,7,"[-1,0,0,1]","[0,1,-1,0]",0,1
"2023-11-14 21:15:58",A1240WEC026SGA,25,8,"[0,-1,1,0]","[-1,-1,0,-1]",1,2
"2023-11-14 21:16:05",A1240WEC026SGA,25,9,"[1,0,0,-1]","[0,1,1,-1]",0,2
"2023-11-14 21:16:16",A1240WEC026SGA,25,10,"[1,-1,-1,0]","[1,1,0,1]",1,2
"2023-11-14 21:16:23",A1240WEC026SGA,25,11,"[1,0,0,-1]","[-1,1,0,0]",0,2
"2023-11-14 21:16:38",A1240WEC026SGA,25,12,"[0,-1,1,0]","[0,-1,-1,-1]",0,1
"2023-11-14 21:16:45",A1240WEC026SGA,25,13,"[0,-1,1,0]","[-1,1,0,-1]",0,1
"2023-11-15 17:52:00",A12D8YONW8TYWU,71,0,"[-1,1,0,0]","[1,1,0,-1]",0,1
"2023-11-15 17:52:11",A12D8YONW8TYWU,71,1,"[1,1,1,0]","[1,0,-1,0]",0,1
"2023-11-15 17:52:21",A12D8YONW8TYWU,71,2,"[0,0,1,1]","[-1,0,0,1]",1,2
"2023-11-15 17:53:02",A12D8YONW8TYWU,71,3,"[0,-1,1,1]","[-1,0,1,0]",1,2
"2023-11-15 17:53:09",A12D8YONW8TYWU,71,4,"[0,1,1,0]","[1,-1,-1,0]",1,2
"2023-11-15 17:53:14",A12D8YONW8TYWU,71,5,"[0,1,-1,-1]","[-1,0,1,0]",1,2
"2023-11-15 17:53:24",A12D8YONW8TYWU,71,6,"[0,-1,-1,0]","[0,-1,0,1]",1,2
"2023-11-15 17:53:29",A12D8YONW8TYWU,71,7,"[1,0,0,1]","[-1,1,0,0]",0,1
"2023-11-15 17:53:39",A12D8YONW8TYWU,71,8,"[0,0,-1,-1]","[1,0,-1,-1]",0,2
"2023-11-15 17:53:45",A12D8YONW8TYWU,71,9,"[-1,0,-1,1]","[0,0,1,1]",1,2
"2023-11-15 17:53:49",A12D8YONW8TYWU,71,10,"[1,0,1,-1]","[1,-1,0,-1]",1,2
"2023-11-15 17:53:55",A12D8YONW8TYWU,71,11,"[1,1,1,0]","[-1,-1,-1,0]",1,2
"2023-11-15 17:54:03",A12D8YONW8TYWU,71,12,"[0,-1,-1,1]","[-1,0,1,1]",1,2
"2023-11-15 17:54:09",A12D8YONW8TYWU,71,13,"[0,-1,1,-1]","[0,-1,1,1]",1,2
"2023-11-16 01:43:28",A12VPXFUENESUY,5,0,"[1,1,0,-1]","[0,-1,-1,0]",0,1
"2023-11-16 01:43:37",A12VPXFUENESUY,5,1,"[-1,0,-1,-1]","[0,1,-1,1]",0,1
"2023-11-16 01:43:43",A12VPXFUENESUY,5,2,"[-1,1,0,-1]","[1,0,-1,-1]",0,1
"2023-11-16 01:43:48",A12VPXFUENESUY,5,3,"[-1,1,0,0]","[0,-1,0,1]",0,1
"2023-11-16 01:43:55",A12VPXFUENESUY,5,4,"[1,0,0,1]","[1,1,-1,0]",0,1
"2023-11-16 01:44:01",A12VPXFUENESUY,5,5,"[1,-1,0,-1]","[1,1,-1,0]",0,1
"2023-11-16 01:44:07",A12VPXFUENESUY,5,6,"[-1,0,-1,0]","[-1,1,0,0]",0,1
"2023-11-16 01:44:18",A12VPXFUENESUY,5,7,"[1,1,0,-1]","[0,0,-1,1]",0,1
"2023-11-16 01:44:23",A12VPXFUENESUY,5,8,"[-1,1,0,0]","[0,1,1,0]",0,1
"2023-11-16 01:44:32",A12VPXFUENESUY,5,9,"[-1,0,-1,-1]","[-1,1,1,0]",0,1
"2023-11-16 01:44:37",A12VPXFUENESUY,5,10,"[-1,-1,0,-1]","[0,0,-1,1]",0,1
"2023-11-16 01:44:43",A12VPXFUENESUY,5,11,"[0,-1,0,1]","[1,1,-1,0]",0,1
"2023-11-16 01:44:47",A12VPXFUENESUY,5,12,"[1,-1,0,1]","[0,-1,0,1]",0,1
"2023-11-16 01:44:53",A12VPXFUENESUY,5,13,"[0,-1,-1,-1]","[-1,0,1,-1]",0,1
"2023-11-16 01:47:46",A12VPXFUENESUY,7,0,"[0,1,-1,1]","[0,0,1,-1]",0,1
"2023-11-16 01:47:52",A12VPXFUENESUY,7,1,"[0,1,1,-1]","[1,1,1,0]",0,1
"2023-11-16 01:47:57",A12VPXFUENESUY,7,2,"[0,1,-1,1]","[1,1,0,-1]",0,1
"2023-11-16 01:48:03",A12VPXFUENESUY,7,3,"[0,1,1,-1]","[-1,-1,-1,0]",0,1
"2023-11-16 01:48:09",A12VPXFUENESUY,7,4,"[1,-1,1,0]","[1,-1,0,1]",0,1
"2023-11-16 01:48:13",A12VPXFUENESUY,7,5,"[1,-1,1,0]","[1,1,0,-1]",0,1
"2023-11-16 01:48:18",A12VPXFUENESUY,7,6,"[0,0,1,1]","[0,-1,1,1]",0,1
"2023-11-16 01:48:24",A12VPXFUENESUY,7,7,"[1,1,0,-1]","[1,0,-1,0]",0,1
"2023-11-16 01:48:30",A12VPXFUENESUY,7,8,"[0,-1,-1,-1]","[1,1,-1,0]",0,1
"2023-11-16 01:49:09",A12VPXFUENESUY,7,9,"[1,0,1,-1]","[0,1,1,-1]",0,1
"2023-11-16 01:49:15",A12VPXFUENESUY,7,10,"[1,0,-1,1]","[-1,-1,1,0]",0,1
"2023-11-16 01:49:26",A12VPXFUENESUY,7,11,"[1,-1,0,0]","[1,1,-1,0]",0,1
"2023-11-16 01:49:56",A12VPXFUENESUY,7,12,"[-1,0,1,-1]","[0,1,-1,1]",0,1
"2023-11-16 01:50:01",A12VPXFUENESUY,7,13,"[1,0,-1,1]","[0,1,0,1]",0,1
"2023-11-14 16:34:02",A12VPXFUENESUY,10,0,"[0,1,-1,-1]","[0,0,-1,-1]",1,2
"2023-11-14 16:34:06",A12VPXFUENESUY,10,1,"[-1,-1,0,0]","[-1,1,0,-1]",1,2
"2023-11-14 16:34:17",A12VPXFUENESUY,10,2,"[0,1,-1,1]","[0,-1,-1,0]",0,1
"2023-11-14 16:34:28",A12VPXFUENESUY,10,3,"[0,1,-1,-1]","[-1,-1,0,-1]",1,2
"2023-11-14 16:34:33",A12VPXFUENESUY,10,4,"[-1,0,0,-1]","[1,0,1,-1]",0,1
"2023-11-14 16:34:38",A12VPXFUENESUY,10,5,"[-1,-1,0,1]","[-1,-1,1,0]",0,1
"2023-11-14 16:34:43",A12VPXFUENESUY,10,6,"[-1,-1,0,0]","[1,1,0,-1]",1,2
"2023-11-14 16:34:49",A12VPXFUENESUY,10,7,"[0,1,0,-1]","[0,1,-1,1]",1,2
"2023-11-14 16:34:53",A12VPXFUENESUY,10,8,"[-1,-1,0,-1]","[1,0,0,-1]",0,1
"2023-11-14 16:35:00",A12VPXFUENESUY,10,9,"[1,-1,-1,0]","[0,-1,-1,1]",0,1
"2023-11-14 16:35:05",A12VPXFUENESUY,10,10,"[1,-1,0,1]","[-1,0,-1,-1]",0,1
"2023-11-14 16:35:11",A12VPXFUENESUY,10,11,"[0,1,-1,0]","[-1,0,1,0]",1,2
"2023-11-14 16:35:16",A12VPXFUENESUY,10,12,"[1,0,1,1]","[-1,1,0,0]",0,1
"2023-11-14 16:35:24",A12VPXFUENESUY,10,13,"[0,1,-1,1]","[-1,-1,-1,0]",0,2
"2023-11-14 16:42:39",A12VPXFUENESUY,11,0,"[1,1,0,1]","[0,1,-1,1]",0,1
"2023-11-14 16:43:58",A12VPXFUENESUY,11,1,"[0,0,1,-1]","[0,1,0,-1]",1,2
"2023-11-14 16:44:06",A12VPXFUENESUY,11,2,"[1,-1,-1,0]","[-1,0,1,0]",1,2
"2023-11-14 16:44:14",A12VPXFUENESUY,11,3,"[-1,-1,0,1]","[1,-1,0,1]",0,1
"2023-11-14 16:44:22",A12VPXFUENESUY,11,4,"[0,1,1,-1]","[-1,0,1,1]",1,2
"2023-11-14 16:44:29",A12VPXFUENESUY,11,5,"[0,-1,0,-1]","[-1,0,1,0]",0,2
"2023-11-14 16:44:37",A12VPXFUENESUY,11,6,"[-1,0,1,1]","[-1,0,0,1]",1,2
"2023-11-14 16:44:43",A12VPXFUENESUY,11,7,"[0,1,1,-1]","[1,-1,0,-1]",0,2
"2023-11-14 16:44:50",A12VPXFUENESUY,11,8,"[1,1,0,-1]","[-1,0,-1,0]",1,2
"2023-11-14 16:44:57",A12VPXFUENESUY,11,9,"[-1,1,0,1]","[-1,1,0,-1]",0,1
"2023-11-14 16:45:06",A12VPXFUENESUY,11,10,"[1,-1,1,0]","[-1,0,1,1]",0,2
"2023-11-14 16:45:09",A12VPXFUENESUY,11,11,"[-1,0,1,1]","[-1,0,1,0]",0,2
"2023-11-14 16:45:15",A12VPXFUENESUY,11,12,"[1,1,-1,0]","[0,1,0,-1]",0,1
"2023-11-14 16:45:21",A12VPXFUENESUY,11,13,"[0,-1,-1,1]","[1,0,0,-1]",1,2
