,efforts_tuples,selected0,selected1,count,count_normalized,selected_motions,alpha_0_2,alpha_2_0,alpha_0_1,alpha_2_1,alpha_1_0,alpha_1_2,direct_comparison_value
697,"[(-1, 1, 0, -1), (0, 1, 0, -1)]",1,2,8,0.615384615384615,1_2,0.0,0.0,0.0,0.307692307692307,0.0,0.5384615384615381,0.307692307692308
698,"[(-1, 1, 0, -1), (0, 1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0909090909090909
699,"[(-1, 1, 0, -1), (0, 1, 1, -1)]",0,2,8,0.666666666666667,0_2,0.5,0.5,0.0,0.0,0.0,0.0,0.666666666666667
700,"[(-1, 1, 0, -1), (0, 1, 1, 0)]",1,2,7,0.583333333333333,1_2,0.0,0.0,0.0,0.25000000000000006,0.0,0.4999999999999997,0.333333333333333
701,"[(-1, 1, 0, -1), (0, 1, 1, 1)]",0,1,6,0.461538461538462,0_1,0.0,0.0,0.30769230769230804,0.0,0.07692307692307698,0.0,0.153846153846154
702,"[(-1, 1, 0, -1), (1, -1, -1, 0)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.9,0.0,0.8,0.0
703,"[(-1, 1, 0, -1), (1, -1, 0, -1)]",1,2,7,0.538461538461538,1_2,0.0,0.0,0.0,0.15384615384615297,0.0,0.4615384615384611,0.384615384615385
704,"[(-1, 1, 0, -1), (1, -1, 0, 0)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.7000000000000001,0.0,0.7000000000000001,0.1
705,"[(-1, 1, 0, -1), (1, -1, 0, 1)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.909090909090909,0.0909090909090909
706,"[(-1, 1, 0, -1), (1, -1, 1, 0)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.7000000000000001,0.0,0.7000000000000001,0.1
707,"[(-1, 1, 0, -1), (1, 0, -1, -1)]",0,2,7,0.583333333333333,0_2,0.16666666666666602,0.583333333333333,0.0,0.0,0.0,0.0,0.583333333333333
708,"[(-1, 1, 0, -1), (1, 0, -1, 0)]",1,2,7,0.583333333333333,1_2,0.0,0.0,0.0,0.4999999999999997,0.0,0.25000000000000006,0.0833333333333333
709,"[(-1, 1, 0, -1), (1, 0, -1, 1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.6,0.0,0.19999999999999996,0.0
710,"[(-1, 1, 0, -1), (1, 0, 0, -1)]",0,2,9,0.818181818181818,0_2,0.818181818181818,0.636363636363636,0.0,0.0,0.0,0.0,0.818181818181818
711,"[(-1, 1, 0, -1), (1, 0, 0, 1)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.7000000000000001,0.0,0.7000000000000001,0.1
712,"[(-1, 1, 0, -1), (1, 0, 1, -1)]",0,2,5,0.5,0_2,0.09999999999999998,0.4,0.0,0.0,0.0,0.0,0.5
713,"[(-1, 1, 0, -1), (1, 0, 1, 0)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.6666666666666661,0.0,0.833333333333333,0.166666666666667
714,"[(-1, 1, 0, -1), (1, 0, 1, 1)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.4,0.0,0.09999999999999998,0.1
715,"[(-1, 1, 0, -1), (1, 1, -1, 0)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.833333333333333,0.0,0.6666666666666661,0.0
716,"[(-1, 1, 0, -1), (1, 1, 0, -1)]",0,2,8,0.8,0_2,0.7000000000000001,0.7000000000000001,0.0,0.0,0.0,0.0,0.8
717,"[(-1, 1, 0, -1), (1, 1, 0, 0)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.8,0.0,0.6000000000000001,0.0
718,"[(-1, 1, 0, -1), (1, 1, 0, 1)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.7499999999999998,0.0,0.7499999999999998,0.0833333333333333
719,"[(-1, 1, 0, -1), (1, 1, 1, 0)]",1,2,9,0.692307692307692,1_2,0.0,0.0,0.0,0.6153846153846151,0.0,0.46153846153846095,0.0769230769230769
720,"[(-1, 1, 0, 0), (-1, 1, 0, 1)]",0,1,5,0.416666666666667,0_1,0.0,0.0,0.16666666666666702,0.0,0.08333333333333404,0.0,0.25
721,"[(-1, 1, 0, 0), (-1, 1, 1, 0)]",0,1,8,0.615384615384615,0_1,0.0,0.0,0.461538461538461,0.0,0.38461538461538397,0.0,0.153846153846154
722,"[(-1, 1, 0, 0), (0, -1, -1, -1)]",0,1,9,0.75,0_1,0.0,0.0,0.75,0.0,0.5,0.0,0.0
723,"[(-1, 1, 0, 0), (0, -1, -1, 0)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.636363636363636,0.0,0.545454545454545,0.0,0.0909090909090909
724,"[(-1, 1, 0, 0), (0, -1, -1, 1)]",0,1,10,0.833333333333333,0_1,0.0,0.0,0.833333333333333,0.0,0.6666666666666661,0.0,0.0
725,"[(-1, 1, 0, 0), (0, -1, 0, -1)]",0,1,5,0.357142857142857,0_1,0.0,0.0,0.0,0.0,0.07142857142857101,0.0,0.357142857142857
726,"[(-1, 1, 0, 0), (0, -1, 0, 1)]",1,2,8,0.666666666666667,1_2,0.0,0.0,0.0,0.5833333333333337,0.0,0.41666666666666696,0.0833333333333333
727,"[(-1, 1, 0, 0), (0, -1, 1, -1)]",0,1,8,0.666666666666667,0_1,0.0,0.0,0.41666666666666696,0.0,0.5833333333333337,0.0,0.25
728,"[(-1, 1, 0, 0), (0, -1, 1, 0)]",0,1,6,0.6,0_1,0.0,0.0,0.5,0.0,0.3,0.0,0.1
729,"[(-1, 1, 0, 0), (0, -1, 1, 1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.4545454545454541,0.0,0.181818181818181,0.0,0.0909090909090909
730,"[(-1, 1, 0, 0), (0, 0, -1, -1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.272727272727272,0.0,0.363636363636363,0.0,0.272727272727273
731,"[(-1, 1, 0, 0), (0, 0, -1, 1)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0,0.0
732,"[(-1, 1, 0, 0), (0, 0, 1, -1)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.545454545454545,0.0,0.636363636363636,0.0,0.181818181818182
733,"[(-1, 1, 0, 0), (0, 0, 1, 1)]",0,1,4,0.4,0_1,0.0,0.0,0.2,0.0,0.0,0.0,0.2
734,"[(-1, 1, 0, 0), (0, 1, -1, -1)]",0,1,9,0.9,0_1,0.0,0.0,0.8,0.0,0.9,0.0,0.1
735,"[(-1, 1, 0, 0), (0, 1, -1, 0)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0,0.0
736,"[(-1, 1, 0, 0), (0, 1, -1, 1)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.636363636363636,0.0,0.27272727272727204,0.0,0.0
737,"[(-1, 1, 0, 0), (0, 1, 0, -1)]",0,1,10,0.833333333333333,0_1,0.0,0.0,0.6666666666666661,0.0,0.833333333333333,0.0,0.166666666666667
738,"[(-1, 1, 0, 0), (0, 1, 0, 1)]",1,2,8,0.571428571428571,1_2,0.0,0.0,0.0,0.357142857142857,0.0,0.357142857142857,0.214285714285714
739,"[(-1, 1, 0, 0), (0, 1, 1, -1)]",0,1,9,0.9,0_1,0.0,0.0,0.9,0.0,0.8,0.0,0.0
740,"[(-1, 1, 0, 0), (0, 1, 1, 0)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.818181818181818,0.0,0.909090909090909,0.0,0.0909090909090909
741,"[(-1, 1, 0, 0), (0, 1, 1, 1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0,0.0
742,"[(-1, 1, 0, 0), (1, -1, -1, 0)]",0,1,6,0.461538461538462,0_1,0.0,0.0,0.38461538461538514,0.0,0.0,0.0,0.0769230769230769
743,"[(-1, 1, 0, 0), (1, -1, 0, -1)]",0,2,6,0.5,0_2,0.08333333333333298,0.4166666666666667,0.0,0.0,0.0,0.0,0.5
744,"[(-1, 1, 0, 0), (1, -1, 0, 0)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.363636363636363,0.0,0.272727272727272,0.181818181818182
745,"[(-1, 1, 0, 0), (1, -1, 0, 1)]",1,2,6,0.5,1_2,0.0,0.0,0.0,0.4166666666666667,0.0,0.08333333333333298,0.0833333333333333
746,"[(-1, 1, 0, 0), (1, -1, 1, 0)]",0,1,8,0.666666666666667,0_1,0.0,0.0,0.666666666666667,0.0,0.333333333333334,0.0,0.0
747,"[(-1, 1, 0, 0), (1, 0, -1, -1)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.27272727272727204,0.0,0.636363636363636,0.0,0.363636363636364
748,"[(-1, 1, 0, 0), (1, 0, -1, 0)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0,0.0
749,"[(-1, 1, 0, 0), (1, 0, -1, 1)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.636363636363636,0.0,0.545454545454545,0.0,0.0909090909090909
750,"[(-1, 1, 0, 0), (1, 0, 0, -1)]",0,1,5,0.5,0_1,0.0,0.0,0.09999999999999998,0.0,0.4,0.0,0.4
751,"[(-1, 1, 0, 0), (1, 0, 0, 1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0909090909090909
752,"[(-1, 1, 0, 0), (1, 0, 1, -1)]",0,1,5,0.5,0_1,0.0,0.0,0.2,0.0,0.3,0.0,0.3
753,"[(-1, 1, 0, 0), (1, 0, 1, 0)]",1,2,4,0.4,1_2,0.0,0.0,0.0,0.10000000000000003,0.0,0.10000000000000003,0.3
754,"[(-1, 1, 0, 0), (1, 0, 1, 1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0,0.0
755,"[(-1, 1, 0, 0), (1, 1, -1, 0)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.181818181818181,0.0,0.4545454545454541,0.0,0.363636363636364
756,"[(-1, 1, 0, 0), (1, 1, 0, -1)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.454545454545454,0.0,0.727272727272727,0.0,0.272727272727273
757,"[(-1, 1, 0, 0), (1, 1, 0, 0)]",0,2,6,0.5,0_2,0.33333333333333304,0.16666666666666702,0.0,0.0,0.0,0.0,0.5
758,"[(-1, 1, 0, 0), (1, 1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0909090909090909
759,"[(-1, 1, 0, 0), (1, 1, 1, 0)]",0,1,4,0.4,0_1,0.0,0.0,0.2,0.0,0.0,0.0,0.2
760,"[(-1, 1, 0, 1), (-1, 1, 1, 0)]",0,1,9,0.9,0_1,0.0,0.0,0.8,0.0,0.9,0.0,0.1
761,"[(-1, 1, 0, 1), (0, -1, -1, -1)]",0,1,9,0.9,0_1,0.0,0.0,0.9,0.0,0.8,0.0,0.0
762,"[(-1, 1, 0, 1), (0, -1, -1, 0)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.545454545454545,0.0,0.636363636363636,0.0,0.181818181818182
763,"[(-1, 1, 0, 1), (0, -1, -1, 1)]",0,1,11,0.733333333333333,0_1,0.0,0.0,0.533333333333333,0.0,0.6666666666666663,0.0,0.2
764,"[(-1, 1, 0, 1), (0, -1, 0, -1)]",0,1,11,1.0,0_1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
765,"[(-1, 1, 0, 1), (0, -1, 0, 1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0
766,"[(-1, 1, 0, 1), (0, -1, 1, -1)]",0,1,9,0.9,0_1,0.0,0.0,0.8,0.0,0.9,0.0,0.1
767,"[(-1, 1, 0, 1), (0, -1, 1, 0)]",0,1,10,1.0,0_1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
768,"[(-1, 1, 0, 1), (0, -1, 1, 1)]",0,1,7,0.7,0_1,0.0,0.0,0.6,0.0,0.49999999999999994,0.0,0.1
769,"[(-1, 1, 0, 1), (0, 0, -1, -1)]",0,1,9,0.75,0_1,0.0,0.0,0.75,0.0,0.5,0.0,0.0
770,"[(-1, 1, 0, 1), (0, 0, -1, 1)]",0,1,7,0.7,0_1,0.0,0.0,0.6,0.0,0.49999999999999994,0.0,0.1
771,"[(-1, 1, 0, 1), (0, 0, 1, -1)]",0,1,9,0.75,0_1,0.0,0.0,0.6666666666666667,0.0,0.583333333333333,0.0,0.0833333333333333
772,"[(-1, 1, 0, 1), (0, 0, 1, 1)]",0,1,10,0.833333333333333,0_1,0.0,0.0,0.833333333333333,0.0,0.6666666666666661,0.0,0.0
773,"[(-1, 1, 0, 1), (0, 1, -1, -1)]",0,1,7,0.7,0_1,0.0,0.0,0.7,0.0,0.39999999999999997,0.0,0.0
774,"[(-1, 1, 0, 1), (0, 1, -1, 0)]",0,1,11,0.916666666666667,0_1,0.0,0.0,0.916666666666667,0.0,0.8333333333333337,0.0,0.0
775,"[(-1, 1, 0, 1), (0, 1, -1, 1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.363636363636363,0.0,0.272727272727272,0.0,0.181818181818182
776,"[(-1, 1, 0, 1), (0, 1, 0, -1)]",0,1,12,0.923076923076923,0_1,0.0,0.0,0.923076923076923,0.0,0.8461538461538461,0.0,0.0
777,"[(-1, 1, 0, 1), (0, 1, 0, 1)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.636363636363636,0.0,0.545454545454545,0.0,0.0909090909090909
778,"[(-1, 1, 0, 1), (0, 1, 1, -1)]",0,1,8,0.8,0_1,0.0,0.0,0.8,0.0,0.6000000000000001,0.0,0.0
779,"[(-1, 1, 0, 1), (0, 1, 1, 0)]",0,1,5,0.416666666666667,0_1,0.0,0.0,0.16666666666666702,0.0,0.08333333333333404,0.0,0.25
780,"[(-1, 1, 0, 1), (0, 1, 1, 1)]",0,1,6,0.5,0_1,0.0,0.0,0.4166666666666667,0.0,0.08333333333333298,0.0,0.0833333333333333
781,"[(-1, 1, 0, 1), (1, -1, -1, 0)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0,0.0
782,"[(-1, 1, 0, 1), (1, -1, 0, -1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.818181818181818,0.0,0.909090909090909,0.0,0.0909090909090909
783,"[(-1, 1, 0, 1), (1, -1, 0, 0)]",0,1,5,0.416666666666667,0_1,0.0,0.0,0.25,0.0,0.0,0.0,0.166666666666667
784,"[(-1, 1, 0, 1), (1, -1, 0, 1)]",0,1,5,0.454545454545455,0_1,0.0,0.0,0.3636363636363641,0.0,0.0,0.0,0.0909090909090909
785,"[(-1, 1, 0, 1), (1, -1, 1, 0)]",0,1,9,0.9,0_1,0.0,0.0,0.9,0.0,0.8,0.0,0.0
786,"[(-1, 1, 0, 1), (1, 0, -1, -1)]",0,1,9,0.75,0_1,0.0,0.0,0.75,0.0,0.5,0.0,0.0
787,"[(-1, 1, 0, 1), (1, 0, -1, 0)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0,0.0
788,"[(-1, 1, 0, 1), (1, 0, -1, 1)]",0,1,6,0.6,0_1,0.0,0.0,0.6,0.0,0.19999999999999996,0.0,0.0
789,"[(-1, 1, 0, 1), (1, 0, 0, -1)]",0,1,10,0.833333333333333,0_1,0.0,0.0,0.833333333333333,0.0,0.6666666666666661,0.0,0.0
790,"[(-1, 1, 0, 1), (1, 0, 0, 1)]",1,2,6,0.5,1_2,0.0,0.0,0.0,0.16666666666666702,0.0,0.33333333333333304,0.333333333333333
791,"[(-1, 1, 0, 1), (1, 0, 1, -1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0,0.0
792,"[(-1, 1, 0, 1), (1, 0, 1, 0)]",0,1,9,0.75,0_1,0.0,0.0,0.6666666666666667,0.0,0.583333333333333,0.0,0.0833333333333333
793,"[(-1, 1, 0, 1), (1, 0, 1, 1)]",0,1,8,0.615384615384615,0_1,0.0,0.0,0.461538461538461,0.0,0.38461538461538397,0.0,0.153846153846154
794,"[(-1, 1, 0, 1), (1, 1, -1, 0)]",0,1,11,0.916666666666667,0_1,0.0,0.0,0.916666666666667,0.0,0.8333333333333337,0.0,0.0
795,"[(-1, 1, 0, 1), (1, 1, 0, -1)]",0,1,8,0.666666666666667,0_1,0.0,0.0,0.666666666666667,0.0,0.333333333333334,0.0,0.0
796,"[(-1, 1, 0, 1), (1, 1, 0, 0)]",0,1,4,0.363636363636364,0_1,0.0,0.0,0.090909090909091,0.0,0.0,0.0,0.272727272727273
797,"[(-1, 1, 0, 1), (1, 1, 0, 1)]",1,2,7,0.7,1_2,0.0,0.0,0.0,0.6,0.0,0.49999999999999994,0.1
798,"[(-1, 1, 0, 1), (1, 1, 1, 0)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.636363636363636,0.0,0.27272727272727204,0.0,0.0
799,"[(-1, 1, 1, 0), (0, -1, -1, -1)]",0,1,6,0.6,0_1,0.0,0.0,0.3,0.0,0.5,0.0,0.3
800,"[(-1, 1, 1, 0), (0, -1, -1, 0)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0
801,"[(-1, 1, 1, 0), (0, -1, -1, 1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0
802,"[(-1, 1, 1, 0), (0, -1, 0, -1)]",0,2,8,0.666666666666667,0_2,0.5833333333333337,0.41666666666666696,0.0,0.0,0.0,0.0,0.666666666666667
803,"[(-1, 1, 1, 0), (0, -1, 0, 1)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.833333333333333,0.0,0.6666666666666661,0.0
804,"[(-1, 1, 1, 0), (0, -1, 1, -1)]",0,2,6,0.545454545454545,0_2,0.272727272727272,0.363636363636363,0.0,0.0,0.0,0.0,0.545454545454545
805,"[(-1, 1, 1, 0), (0, -1, 1, 0)]",1,2,5,0.416666666666667,1_2,0.0,0.0,0.0,0.16666666666666702,0.0,0.08333333333333404,0.25
806,"[(-1, 1, 1, 0), (0, -1, 1, 1)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.636363636363636,0.181818181818182
807,"[(-1, 1, 1, 0), (0, 0, -1, -1)]",0,1,7,0.7,0_1,0.0,0.0,0.49999999999999994,0.0,0.6,0.0,0.2
808,"[(-1, 1, 1, 0), (0, 0, -1, 1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0
809,"[(-1, 1, 1, 0), (0, 0, 1, -1)]",0,2,7,0.7,0_2,0.39999999999999997,0.7,0.0,0.0,0.0,0.0,0.7
810,"[(-1, 1, 1, 0), (0, 0, 1, 1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.45454545454545403,0.0,0.45454545454545403,0.181818181818182
811,"[(-1, 1, 1, 0), (0, 1, -1, -1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.4545454545454541,0.0,0.181818181818181,0.0,0.0909090909090909
812,"[(-1, 1, 1, 0), (0, 1, -1, 0)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0,0.0909090909090909
813,"[(-1, 1, 1, 0), (0, 1, -1, 1)]",0,1,5,0.454545454545455,0_1,0.0,0.0,0.272727272727273,0.0,0.090909090909091,0.0,0.181818181818182
814,"[(-1, 1, 1, 0), (0, 1, 0, -1)]",0,2,5,0.454545454545455,0_2,0.090909090909091,0.272727272727273,0.0,0.0,0.0,0.0,0.454545454545455
815,"[(-1, 1, 1, 0), (0, 1, 0, 1)]",1,2,11,0.916666666666667,1_2,0.0,0.0,0.0,0.8333333333333337,0.0,0.916666666666667,0.0833333333333333
816,"[(-1, 1, 1, 0), (0, 1, 1, -1)]",0,2,9,0.818181818181818,0_2,0.636363636363636,0.818181818181818,0.0,0.0,0.0,0.0,0.818181818181818
817,"[(-1, 1, 1, 0), (0, 1, 1, 0)]",0,2,7,0.7,0_2,0.6,0.49999999999999994,0.0,0.0,0.0,0.0,0.7
818,"[(-1, 1, 1, 0), (0, 1, 1, 1)]",0,2,6,0.6,0_2,0.5,0.3,0.0,0.0,0.0,0.0,0.6
819,"[(-1, 1, 1, 0), (1, -1, -1, 0)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.6,0.0,0.19999999999999996,0.0
820,"[(-1, 1, 1, 0), (1, -1, 0, -1)]",0,2,7,0.636363636363636,0_2,0.5454545454545451,0.36363636363636304,0.0,0.0,0.0,0.0,0.636363636363636
821,"[(-1, 1, 1, 0), (1, -1, 0, 0)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.4,0.0,0.09999999999999998,0.1
822,"[(-1, 1, 1, 0), (1, -1, 0, 1)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.9,0.0,0.8,0.0
823,"[(-1, 1, 1, 0), (1, -1, 1, 0)]",0,2,8,0.615384615384615,0_2,0.615384615384615,0.23076923076922995,0.0,0.0,0.0,0.0,0.615384615384615
824,"[(-1, 1, 1, 0), (1, 0, -1, -1)]",0,1,7,0.7,0_1,0.0,0.0,0.39999999999999997,0.0,0.7,0.0,0.3
825,"[(-1, 1, 1, 0), (1, 0, -1, 0)]",0,1,5,0.5,0_1,0.0,0.0,0.3,0.0,0.2,0.0,0.2
826,"[(-1, 1, 1, 0), (1, 0, -1, 1)]",0,1,4,0.363636363636364,0_1,0.0,0.0,0.090909090909091,0.0,0.0,0.0,0.272727272727273
827,"[(-1, 1, 1, 0), (1, 0, 0, -1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0909090909090909
828,"[(-1, 1, 1, 0), (1, 0, 0, 1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.5,0.0,0.3,0.1
829,"[(-1, 1, 1, 0), (1, 0, 1, -1)]",0,1,5,0.384615384615385,0_1,0.0,0.0,0.0,0.0,0.15384615384615402,0.0,0.384615384615385
830,"[(-1, 1, 1, 0), (1, 0, 1, 0)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.454545454545454,0.0,0.727272727272727,0.272727272727273
831,"[(-1, 1, 1, 0), (1, 0, 1, 1)]",1,2,7,0.583333333333333,1_2,0.0,0.0,0.0,0.33333333333333304,0.0,0.4166666666666661,0.25
832,"[(-1, 1, 1, 0), (1, 1, -1, 0)]",0,1,6,0.6,0_1,0.0,0.0,0.39999999999999997,0.0,0.39999999999999997,0.0,0.2
833,"[(-1, 1, 1, 0), (1, 1, 0, -1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0
834,"[(-1, 1, 1, 0), (1, 1, 0, 0)]",1,2,8,0.666666666666667,1_2,0.0,0.0,0.0,0.5833333333333337,0.0,0.41666666666666696,0.0833333333333333
835,"[(-1, 1, 1, 0), (1, 1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0909090909090909
836,"[(-1, 1, 1, 0), (1, 1, 1, 0)]",0,2,6,0.6,0_2,0.6,0.19999999999999996,0.0,0.0,0.0,0.0,0.6
837,"[(0, -1, -1, -1), (0, -1, -1, 0)]",1,2,6,0.5,1_2,0.0,0.0,0.0,0.16666666666666702,0.0,0.33333333333333304,0.333333333333333
838,"[(0, -1, -1, -1), (0, -1, -1, 1)]",1,2,7,0.583333333333333,1_2,0.0,0.0,0.0,0.25000000000000006,0.0,0.4999999999999997,0.333333333333333
839,"[(0, -1, -1, -1), (0, -1, 0, -1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.09090909090909,0.0,0.545454545454545,0.454545454545455
840,"[(0, -1, -1, -1), (0, -1, 0, 1)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.9,0.0,0.8,0.0
841,"[(0, -1, -1, -1), (0, -1, 1, -1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.27272727272727204,0.0,0.636363636363636,0.363636363636364
842,"[(0, -1, -1, -1), (0, -1, 1, 0)]",1,2,10,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
843,"[(0, -1, -1, -1), (0, -1, 1, 1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0909090909090909
844,"[(0, -1, -1, -1), (0, 0, -1, -1)]",0,2,9,0.818181818181818,0_2,0.818181818181818,0.636363636363636,0.0,0.0,0.0,0.0,0.818181818181818
845,"[(0, -1, -1, -1), (0, 0, -1, 1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.27272727272727204,0.0,0.636363636363636,0.363636363636364
846,"[(0, -1, -1, -1), (0, 0, 1, -1)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.3,0.0,0.2,0.2
847,"[(0, -1, -1, -1), (0, 0, 1, 1)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0
848,"[(0, -1, -1, -1), (0, 1, -1, -1)]",0,2,10,0.833333333333333,0_2,0.7499999999999998,0.7499999999999998,0.0,0.0,0.0,0.0,0.833333333333333
849,"[(0, -1, -1, -1), (0, 1, -1, 0)]",0,2,5,0.454545454545455,0_2,0.272727272727273,0.090909090909091,0.0,0.0,0.0,0.0,0.454545454545455
850,"[(0, -1, -1, -1), (0, 1, -1, 1)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.09999999999999998,0.0,0.4,0.4
851,"[(0, -1, -1, -1), (0, 1, 0, -1)]",1,2,6,0.5,1_2,0.0,0.0,0.0,0.25,0.0,0.25,0.25
852,"[(0, -1, -1, -1), (0, 1, 0, 1)]",1,2,10,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
853,"[(0, -1, -1, -1), (0, 1, 1, -1)]",0,1,4,0.4,0_1,0.0,0.0,0.10000000000000003,0.0,0.10000000000000003,0.0,0.3
854,"[(0, -1, -1, -1), (0, 1, 1, 0)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.636363636363636,0.0,0.27272727272727204,0.0
855,"[(0, -1, -1, -1), (0, 1, 1, 1)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.8,0.0,0.9,0.1
856,"[(0, -1, -1, -1), (1, -1, -1, 0)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.636363636363636,0.181818181818182
857,"[(0, -1, -1, -1), (1, -1, 0, -1)]",1,2,6,0.428571428571429,1_2,0.0,0.0,0.0,0.07142857142857201,0.0,0.214285714285715,0.357142857142857
858,"[(0, -1, -1, -1), (1, -1, 0, 0)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0
859,"[(0, -1, -1, -1), (1, -1, 0, 1)]",1,2,11,0.916666666666667,1_2,0.0,0.0,0.0,0.916666666666667,0.0,0.8333333333333337,0.0
860,"[(0, -1, -1, -1), (1, -1, 1, 0)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.8,0.0,0.6000000000000001,0.0
861,"[(0, -1, -1, -1), (1, 0, -1, -1)]",0,2,9,0.75,0_2,0.583333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,0.75
